Category;Fuel;Segment;Annee;Euro.Standard;Technology;Part;RedNOxEuro6;M_carros;M_moteur_ICE;M_moteur_Elec;M_batterie;DV_veh;DV_batterie
Passenger Cars;Electric;Large;2005;Euro 3;;0;0;1120;0;480;262;150000;100000
Passenger Cars;Electric;Large;2006;Euro 4;;0;0;1120;0;480;262;150000;100000
Passenger Cars;Electric;Large;2007;Euro 4;;0;0;1120;0;480;262;150000;100000
Passenger Cars;Electric;Large;2008;Euro 4;;0;0;1120;0;480;262;150000;100000
Passenger Cars;Electric;Large;2009;Euro 4;;0;0;1120;0;480;262;150000;100000
Passenger Cars;Electric;Large;2010;Euro 4;;0;0;1120;0;480;262;150000;100000
Passenger Cars;Electric;Large;2011;Euro 5;;0;0;1120;0;480;262;150000;100000
Passenger Cars;Electric;Large;2012;Euro 5;;0;0;1120;0;480;262;150000;100000
Passenger Cars;Electric;Large;2013;Euro 5;;0;0;1120;0;480;262;150000;100000
Passenger Cars;Electric;Large;2014;Euro 5;;0;0;1120;0;480;262;150000;100000
Passenger Cars;Electric;Large;2015;Euro 6b;;0;0;1120;0;480;262;150000;100000
Passenger Cars;Electric;Large;2016;Euro 6b;;0;0;1120;0;480;262;150000;100000
Passenger Cars;Electric;Large;2017;Euro 6b;;0;0;1120;0;480;262;150000;100000
Passenger Cars;Electric;Large;2018;Euro 6c;;0;0;1120;0;480;262;150000;100000
Passenger Cars;Electric;Large;2019;Euro 6c;;0;0;1120;0;480;262;150000;100000
Passenger Cars;Electric;Large;2020;Euro 6c;;0;0;1120;0;480;262;150000;100000
Passenger Cars;Electric;Large;2021;Euro 6d;;0;0;1120;0;480;262;150000;100000
